,Unnamed: 0.1,Unnamed: 0,Number,Name,Start,End,Link,id,descr,namespace,orig_price,fmt_orig_price,tags,seller,taglist,action,adventure,puzzle,rpg,shooter,strategy,survival,osx,windows,singleplayer,multiplayer
70,70,70,407,Guacamelee! 2,6/15/2023,6/22/2023,https://store.epicgames.com/en-US/p/guacamelee-2-ac4977,f7aa0e57c2b94acd97a28a7ec99a7ded,"Head back to the Mexiverse in this long-awaited sequel to the smash hit Guacamelee! Uppercut your way to victory across stunning new hand-crafted levels. Featuring a dense and colorful world, new luchador moves, sassy new bosses, twice the enemies, and 300% more chickens!",277e364d24ec43069f4ee3c4414d5096,1999.0,$19.99,"['1264', '1344', '21894', '19847', '1336', '1370', '9547', '35244', '9549', '1151']",,"[{'id': '1264'}, {'id': '1344'}, {'id': '21894'}, {'id': '19847'}, {'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '35244'}, {'id': '9549'}, {'id': '1151'}]",False,False,False,False,False,False,False,False,True,True,False
71,71,71,406,Guacamelee! Super Turbo Championship Edition,6/15/2023,6/22/2023,https://store.epicgames.com/en-US/p/guacamelee-stce-7cdbc8,825a2a7eb70b458ab5b3cd9f5b3fa014,"Guacamelee! is a Metroidvania-style action-platformer set in a magical Mexican-inspired world. The game draws its inspiration from traditional Mexican culture and folklore, and features many interesting and unique characters.",f5d9b93771214e4cbd60506539d1cfc6,1499.0,$14.99,"['1264', '1344', '21894', '19847', '1336', '1370', '9547', '35244', '1151']",,"[{'id': '1264'}, {'id': '1344'}, {'id': '21894'}, {'id': '19847'}, {'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '35244'}, {'id': '1151'}]",False,False,False,False,False,False,False,False,True,True,False
72,72,72,405,Payday 2,6/8/2023,6/15/2023,https://store.epicgames.com/en-US/p/payday-2-c66369,c5249beb4ffe4cddb8a21e422f93e59a,Description is not set,3b661fd6a9724ac7b6ac6d10d0572511,1099.0,$10.99,"['1216', '1264', '29088', '21894', '19847', '22776', '1210', '1370', '9547', '1294']",New Starbreeze Publishing AB,"[{'id': '1216'}, {'id': '1264'}, {'id': '29088'}, {'id': '21894'}, {'id': '19847'}, {'id': '22776'}, {'id': '1210'}, {'id': '1370'}, {'id': '9547'}, {'id': '1294'}]",True,False,False,False,True,False,False,False,True,True,False
73,73,73,404,Midnight Ghost Hunt,6/1/2023,6/8/2023,https://store.epicgames.com/en-US/p/midnight-ghost-hunt,0613000f1d164fc1b5dd3e5ad1376399,A chaotic multiplayer hide-and-seek game. Possess seemingly harmless objects as Ghosts or chase them down as Hunters before the clock strikes midnight!,964f58c4c2074404bf9c359483ab1a48,1999.0,$19.99,"['1216', '21121', '21122', '1188', '21125', '19847', '9547', '21138', '1203', '21139', '21140', '21141', '21149', '21119']",,"[{'id': '1216'}, {'id': '21121'}, {'id': '21122'}, {'id': '1188'}, {'id': '21125'}, {'id': '19847'}, {'id': '9547'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '21149'}, {'id': '21119'}]",True,False,False,False,False,False,False,False,True,False,True
74,74,74,403,Fallout: New Vegas Ultimate Edition,5/25/2023,6/1/2023,https://store.epicgames.com/en-US/p/fallout-new-vegas--ultimate-edition,08834851d4a54f48b485e97caab98012,Feel the Heat in New Vegas! Not even nuclear fallout could slow the hustle of Sin City. Explore the vast expanses of the desert wastelands and see the Great Southwest as could only be imagined in Fallout.,3428aaab2c674c98b3acb789dcfaa548,1999.0,$19.99,"['1216', '1367', '19847', '1210', '1370', '9547', '35244']",Bethesda Softworks LLC,"[{'id': '1216'}, {'id': '1367'}, {'id': '19847'}, {'id': '1210'}, {'id': '1370'}, {'id': '9547'}, {'id': '35244'}]",True,False,False,False,True,False,False,False,True,True,False
75,75,75,402,Death Stranding,5/18/2023,5/25/2023,https://store.epicgames.com/en-US/p/death-stranding,9a071cfb3827440ba36cbef6a6042186,Death Stranding,epic,5999.0,$59.99,"['1216', '1336', '1370', '1307', '9547', '1117']",,"[{'id': '1216'}, {'id': '1336'}, {'id': '1370'}, {'id': '1307'}, {'id': '9547'}, {'id': '1117'}]",True,True,False,False,False,False,False,False,True,True,False
76,76,76,401,The Sims 4 The Daring Lifestyle Bundle,5/11/2023,5/18/2023,https://store.epicgames.com/en-US/p/the-sims-4--the-daring-lifestyle-bundle,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
77,77,77,400,Kao the Kangaroo,5/4/2023,5/11/2023,https://store.epicgames.com/en-US/p/kao-the-kangaroo-62abe3,8fa0a4d003dc4e7fb2c9125e17693280,"Embark on an epic journey, master magical gloves, explore lush environments and take Kao through his most grand tale yet!",3bbc147c5f134b7cab059cb2b3bb0dd7,2999.0,$29.99,"['1296', '21894', '1336', '1370', '9547', '9549', '1151']",,"[{'id': '1296'}, {'id': '21894'}, {'id': '1336'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1151'}]",False,False,False,False,False,False,False,False,True,True,False
78,78,78,399,Horizon Chase Turbo,5/4/2023,5/11/2023,https://store.epicgames.com/en-US/p/horizon-chase-turbo,58a2b650955f4920876afe86dfb563c1,Horizon Chase Turbo is a racing game inspired by the great hits of the 80's and 90's. It recreates the classic arcade gameplay with unbound speed limits of fun. Full throttle on and enjoy!,253d451b16364a22907dd01b7e928fb6,1999.0,$19.99,"['21121', '21122', '1188', '21125', '21894', '19847', '9547', '1263', '21136', '21138', '1299', '21139', '21140', '21141', '1212', '21149', '21119']",,"[{'id': '21121'}, {'id': '21122'}, {'id': '1188'}, {'id': '21125'}, {'id': '21894'}, {'id': '19847'}, {'id': '9547'}, {'id': '1263'}, {'id': '21136'}, {'id': '21138'}, {'id': '1299'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1212'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,False,False,False,True,False,False
79,79,79,398,Against All Odds,5/4/2023,5/11/2023,https://store.epicgames.com/en-US/p/against-all-odds-409105,5b99274688e9465aa9d5ca5cea176cfd,"Water's cut. Rent's due. Jobs, scarce. Time to get rich. Enter the Slaughter League & win against all odds in supremely lethal races. Platforming meets slaughter in this casual racing game designed for players looking for a new experience - or wind down with blood & guts galore!",676a89b2e8344c9db39a79724150cba6,499.0,$4.99,"['1216', '1283', '1370', '9547', '35244', '9549', '1263']",,"[{'id': '1216'}, {'id': '1283'}, {'id': '1370'}, {'id': '9547'}, {'id': '35244'}, {'id': '9549'}, {'id': '1263'}]",True,False,False,False,False,False,False,False,True,True,False
80,80,80,397,Poker Club,4/27/2023,5/4/2023,https://store.epicgames.com/en-US/p/poker-club-6e18ee,b18baf5b2a18423493139ef9974dbbe3,"Welcome to the most immersive poker simulation ever made. Live the life of a poker pro in a global Poker Tour, then join a Club and make a name for yourself in 200-player online tournaments.",a0149619255648e8af0993a17ef4ee8e,1999.0,$19.99,"['1296', '29088', '1393', '21138', '1283', '21125', '19847', '1370', '9547', '21149', '9549', '15375']",,"[{'id': '1296'}, {'id': '29088'}, {'id': '1393'}, {'id': '21138'}, {'id': '1283'}, {'id': '21125'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '21149'}, {'id': '9549'}, {'id': '15375'}]",False,False,False,False,False,False,False,False,True,True,False
81,81,81,396,Breathedge,4/27/2023,5/4/2023,https://store.epicgames.com/en-US/p/breathedge,8401414902e84f2cb9afa9142f051d32,"Survive in outer space! Together with your immortal chicken, discover the truth behind your sudden spaceship crash. Craft tools, pilot vehicles, and even control space stations to survive and explore the wreckage.",08ae29e4f70a4b62aa055e383381aa82,2499.0,$24.99,"['1216', '1281', '21894', '1080', '1370', '9547', '9549']",,"[{'id': '1216'}, {'id': '1281'}, {'id': '21894'}, {'id': '1080'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}]",True,False,False,False,False,False,True,False,True,True,False
82,82,82,395,Never Alone (Kisima Ingitchuna),4/20/2023,4/27/2023,https://store.epicgames.com/en-US/p/never-alone-kisima-ingitchuna,0cd43717a2224f33bb9a95f01d303474,Experience the epic journey of Nuna and Fox as they search for the source of an eternal blizzard that threatens the survival of everything they have ever known.,b13f6a1e5121469d8a825947b759339d,1499.0,$14.99,"['1264', '9547', '9549', '1151', '1263']",,"[{'id': '1264'}, {'id': '9547'}, {'id': '9549'}, {'id': '1151'}, {'id': '1263'}]",False,False,False,False,False,False,False,False,True,False,False
83,83,83,394,Beyond Blue,4/20/2023,4/27/2023,https://store.epicgames.com/en-US/p/beyond-blue,c3006006e4c74c4d8316ff09fb8dcc8d,"Beyond Blue is a single-player narrative adventure that takes you deep into our planet’s beating blue heart.  Set in the near future, Beyond Blue explores the mysteries of our ocean through the eyes of Mirai, a deep-sea explorer and scientist. Become a part of a newly-formed r...",bd9fd28ca1214868922f2ab41d6d3b65,1999.0,$19.99,"['1296', '21894', '1370', '9547', '1117', '1263']",,"[{'id': '1296'}, {'id': '21894'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '1263'}]",False,True,False,False,False,False,False,False,True,True,False
84,84,84,393,Second Extinction,4/13/2023,4/20/2023,https://store.epicgames.com/en-US/p/second-extinction,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
85,85,85,392,Mordhau,4/13/2023,4/20/2023,https://store.epicgames.com/en-US/p/mordhau,7f89db821ab1441981adb4daf31c06db,"MORDHAU is a multiplayer medieval slasher. Create your mercenary and fight in brutal battles where you will experience fast paced combat, castle sieges, cavalry charges, and more.",2bda08f9230144a19e98373cc4a6ac2d,2999.0,$29.99,"['1216', '1264', '21122', '21138', '1203', '1299', '21139', '21141', '19847', '21129', '9547']",Triternion,"[{'id': '1216'}, {'id': '1264'}, {'id': '21122'}, {'id': '21138'}, {'id': '1203'}, {'id': '1299'}, {'id': '21139'}, {'id': '21141'}, {'id': '19847'}, {'id': '21129'}, {'id': '9547'}]",True,False,False,False,False,False,False,False,True,False,True
86,86,86,391,Dying Light: The Following – Enhanced Edition,4/6/2023,4/13/2023,https://store.epicgames.com/en-US/p/dying-light,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
87,87,87,390,shapez,4/6/2023,4/13/2023,https://store.epicgames.com/en-US/p/shapez-0929c9,35f8d25247154fca9b900c13d2be04f6,shapez is a game about building factories to automate the creation and processing of increasingly complex shapes across an infinitely expanding map.,315e6807f6684c279fc286d0fc36a44f,999.0,$9.99,"['1298', '21138', '1188', '1370', '9547', '21149', '21119']",,"[{'id': '1298'}, {'id': '21138'}, {'id': '1188'}, {'id': '1370'}, {'id': '9547'}, {'id': '21149'}, {'id': '21119'}]",False,False,True,False,False,False,False,False,True,True,False
88,88,88,389,Tunche,3/30/2023,4/6/2023,https://store.epicgames.com/en-US/p/tunche,1cfc3e68b14940719bbc0bce58fae8a4,Tunche,78683b0edafd4a978a5ab61a7f6b0594,1999.0,$19.99,"['1216', '1264', '21109', '21894', '1370', '9547']",,"[{'id': '1216'}, {'id': '1264'}, {'id': '21109'}, {'id': '21894'}, {'id': '1370'}, {'id': '9547'}]",True,False,False,False,False,False,False,False,True,True,False
89,89,89,388,The Silent Age,3/30/2023,4/6/2023,https://store.epicgames.com/en-US/p/the-silent-age-eb6972,9f476effdb174d789a6d7894d7c39dbb,"Experience a post-apocalyptic world like never before in The Silent Age, a thrilling point-and-click adventure game. Use time travel to unravel the mystery behind humanity's disappearance and save the world from extinction. Start your journey now!",46d340566781448ebdc2cb576f91d3b6,999.0,$9.99,"['1298', '1370', '9547', '1117', '10719', '1263', '15375']",,"[{'id': '1298'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '10719'}, {'id': '1263'}, {'id': '15375'}]",False,True,True,False,False,False,False,False,True,True,False
90,90,90,387,World of Warships – Starter Pack: Ishizuchi,3/23/2023,3/30/2023,https://store.epicgames.com/en-US/p/world-of-warships--starter-pack-ishizuchi,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
91,91,91,386,Chess Ultra,3/23/2023,3/30/2023,https://store.epicgames.com/en-US/p/chess-ultra-91bba3,ce6ec094f67e4c558334f2683b2125da,"Introducing Chess Ultra; the most breathtaking chess game ever made. Experience stunning 4K visuals, seamless online multiplayer, Grandmaster-approved AI and full VR compatibility.",0e9ae0e756524ed49a27435c9c3c3e1c,1299.0,$12.99,"['1296', '1203', '1283', '19847', '1370', '9547', '9549', '1263', '15375']",,"[{'id': '1296'}, {'id': '1203'}, {'id': '1283'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}, {'id': '15375'}]",False,False,False,False,False,False,False,False,True,True,True
92,92,92,385,"Warhammer 40,000: Gladius – Relics of War",3/16/2023,3/23/2023,https://store.epicgames.com/en-US/p/warhammer-40000-gladius-relics-of-war,0fffb527a35441b08505c018dc1812bd,"Warhammer 40,000: Gladius – Relics of War is the first turn-based 4X strategy game set in the Warhammer 40,000 universe. Four factions will engage in a brutal war for dominance over the planet’s resources.",0d89655f53884b09b241b60c07e684af,3999.0,$39.99,"['21122', '1188', '21894', '1386', '9547', '1166', '15375', '1264', '21138', '1203', '21139', '21140', '21141', '1370', '1115', '21149']",Slitherine Software UK Ltd.,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '1386'}, {'id': '9547'}, {'id': '1166'}, {'id': '15375'}, {'id': '1264'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}]",False,False,False,False,False,True,False,False,True,True,True
93,93,93,384,Call of the Sea,3/9/2023,3/16/2023,https://store.epicgames.com/en-US/p/call-of-the-sea,92da5d8d918543b6b408e36d9af81765,"Call of the Sea is an otherworldly tale of mystery and love set in the 1930s South Pacific. Explore a lush island paradise, solve puzzles and unlock secrets in the hunt for your husband’s missing expedition.",5e427319eea1401ab20c6cd78a4163c4,1999.0,$19.99,"['1296', '1298', '19847', '1370', '9547', '1117']",,"[{'id': '1296'}, {'id': '1298'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}]",False,True,True,False,False,False,False,False,True,True,False
94,94,94,383,Rise of Industry,3/2/2023,3/9/2023,https://store.epicgames.com/en-US/p/rise-of-industry-0af838,c04a2ab8ff4442cba0a41fb83453e701,"Test your entrepreneurial skills in the first title in the ROI series as you create & optimise production lines. As an early 20th Century industrialist, grow your empire & adapt to an ever-changing business landscape with unexpected events that could lead to boom…or bust.",9f101e25b1a9427a9e6971d2b21c5f82,2999.0,$29.99,"['19847', '1370', '21146', '9547', '1115', '10719', '21119']",,"[{'id': '19847'}, {'id': '1370'}, {'id': '21146'}, {'id': '9547'}, {'id': '1115'}, {'id': '10719'}, {'id': '21119'}]",False,False,False,False,False,True,False,False,True,True,False
95,95,95,382,Duskers,2/23/2023,3/2/2023,https://store.epicgames.com/en-US/p/duskers-672fdc,894044bc1cd34d99b69ac356fa036f99,Pilot drones into derelict spaceships to find the means to survive and piece together how the universe became a giant graveyard.,f27cd07f948348dfb27165510c56c569,1999.0,$19.99,"['1393', '1370', '1115', '9547', '1263', '10719']",,"[{'id': '1393'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}, {'id': '1263'}, {'id': '10719'}]",False,False,False,False,False,True,False,False,True,True,False
96,96,96,381,Warpips,2/16/2023,2/23/2023,https://store.epicgames.com/en-US/p/warpips-57e2c4,f6e75092c08045afa343fb5c5aa817ae,"Warpips is the ultimate quick to learn but amazingly deep tug-of-war strategy game. Deploy the right composition of soldiers, tanks, helicopters and planes in this tight, streamlined strategy-focused war game. Compose the best army, research the right tech; overwhelm your enemy!",277788d421e748e580ca0972c339f1a6,1699.0,$16.99,"['21121', '21122', '21125', '9547', '9549', '21136', '21138', '21140', '21141', '1370', '1083', '1115', '21149', '21119']",,"[{'id': '21121'}, {'id': '21122'}, {'id': '21125'}, {'id': '9547'}, {'id': '9549'}, {'id': '21136'}, {'id': '21138'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1083'}, {'id': '1115'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,True,False,False,True,True,False
97,97,97,380,Recipe for Disaster,2/9/2023,2/16/2023,https://store.epicgames.com/en-US/p/recipe-for-disaster-83726f,40607137e7ff40059c3d3ba232dae958,"Recipe for Disaster is a management sim that captures the fast-paced, drama-filled environment of a professional kitchen and dining room. Build your dream restaurant, create recipes, design menus and manage your staff, all while contending with disastrous situations!",615a4dc5c85c4c28a390dda4298acd80,1699.0,$16.99,"['1296', '1393', '1370', '9547']",,"[{'id': '1296'}, {'id': '1393'}, {'id': '1370'}, {'id': '9547'}]",False,False,False,False,False,False,False,False,True,True,False
98,98,98,379,Dishonored: Death of the Outsider,2/2/2023,2/9/2023,https://store.epicgames.com/en-US/p/dishonored-death-of-the-outsider,faf518d367de4306a911ce211c8e47e4,"Take on the role of Billie Lurk as she reunites with her old mentor, Daud, to undertake the greatest assassination ever conceived: killing the Outsider, a god-like figure whom they both see as instrumental to some of the Empire's most dishonorable moments. ",87c84bc5f43d4fe69ad8f3ccde0594b0,2999.0,$29.99,"['1216', '21122', '1188', '21894', '21127', '9547', '15375', '21138', '21139', '21140', '21141', '1370', '1084', '1117', '21149', '21119']",Bethesda Softworks LLC,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1084'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]",True,True,False,False,False,False,False,False,True,True,False
99,99,99,378,City of Gangsters,2/2/2023,2/9/2023,https://store.epicgames.com/en-US/p/city-of-gangsters-6c2974,1518143f0eb44365a8ede8d8e38719d7,"In this management tycoon game, you’ll start a criminal operation from nothing and grow it into a well-oiled money machine! Build speakeasies and illegal distilleries. Leverage favors, chase down debtors, and bribe the police to look the other way.",e33138cc2b964d38a42a812b83b6507e,2999.0,$29.99,"['21122', '1188', '21894', '19847', '1386', '9547', '1393', '21137', '21138', '21140', '21141', '1370', '1115', '21149', '21119']",,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '19847'}, {'id': '1386'}, {'id': '9547'}, {'id': '1393'}, {'id': '21137'}, {'id': '21138'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,True,False,False,True,True,False
100,100,100,377,Hell Is Others,1/26/2023,2/2/2023,https://store.epicgames.com/en-US/p/hell-is-others-789262,c1735ab5600741489a3ed30ed18c8b2f,"Hell is Others is an extraction horror PVPVE top-down shooter. Outside the safety of your apartment lies the noir hellscape of Century City. A city of endless night that straddles the line between reality and insanity. Explore, hunt and loot in a place where blood is currency.",bd75186521ab40b5840774b78bb287e3,1499.0,$14.99,"['29088', '21121', '21125', '21894', '19847', '21129', '9547', '9549', '21137', '21138', '21139', '21140', '21141', '1080', '22776', '1370', '1083', '21149']",A List Games,"[{'id': '29088'}, {'id': '21121'}, {'id': '21125'}, {'id': '21894'}, {'id': '19847'}, {'id': '21129'}, {'id': '9547'}, {'id': '9549'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1080'}, {'id': '22776'}, {'id': '1370'}, {'id': '1083'}, {'id': '21149'}]",False,False,False,False,False,False,True,False,True,True,False
101,101,101,376,Adios,1/26/2023,2/2/2023,https://store.epicgames.com/en-US/p/adios-b378b4,7334a6f04f5b47218e691f805891bc5d,A pig farmer decides he no longer wants to dispose of bodies for the mob. What follows is a discussion between him and his would-be killer.,a3dd9f3da8ec49c7b25dec42cce2ec46,1799.0,$17.99,"['1395', '21894', '19847', '1370', '9547', '1117', '1294']",,"[{'id': '1395'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '1294'}]",False,True,False,False,False,False,False,False,True,True,False
102,102,102,375,Epistory: Typing Chronicles,1/19/2023,1/26/2023,https://store.epicgames.com/en-US/p/epistory-typing-chronicles-445794,63352c1c0eed4ab9a640dafee08eff54,"Epistory immerses you in an atmospheric game where you play a girl riding a giant fox who fights an insectile corruption from an origami world. As you progress and explore this world, the story literally unfolds and the mysteries of the magic power of the words are revealed.",6a6d54e5b4ef4fb0b3dad1d02a320376,1499.0,$14.99,"['1381', '1370', '9547', '1117', '15375']",Plug In Digital SAS,"[{'id': '1381'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '15375'}]",False,True,False,False,False,False,False,False,True,True,False
103,103,103,374,Gamedec: Definitive Edition,1/12/2023,1/19/2023,https://store.epicgames.com/en-US/p/gamedec,61d13d6fe0c84016a8bacd6fa14cab0e,"Gamedec is a single-player cyberpunk isometric RPG. You are a game detective, who solves crimes inside virtual worlds. Use your wits to gather info from your witnesses and suspects, getting to the bottom of deceptive schemes. You are the sum of your choices.",b8abdf9f9bc64ed6b4128a71fd47607f,2999.0,$29.99,"['21894', '1367', '19847', '1370', '21147', '9547', '1117', '15375']",Anshar Publishing,"[{'id': '21894'}, {'id': '1367'}, {'id': '19847'}, {'id': '1370'}, {'id': '21147'}, {'id': '9547'}, {'id': '1117'}, {'id': '15375'}]",False,True,False,False,False,False,False,False,True,True,False
104,104,104,373,First Class Trouble,1/12/2023,1/19/2023,https://store.epicgames.com/en-US/p/first-class-trouble,7d9434b94bc74d25bdd9299b3d9f3e3e,"First Class Trouble is a game where players work together and against each other to survive a disaster. The goal is to shut down a deadly A.I. Some players are impostors, secretly playing as human-looking killer robots intent on betraying the other players.
",27834480410d4000a987b32801e9abba,1499.0,$14.99,"['1296', '21121', '21138', '1203', '21139', '1188', '21140', '21141', '1110', '9547', '21149', '21119']",,"[{'id': '1296'}, {'id': '21121'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '1188'}, {'id': '21140'}, {'id': '21141'}, {'id': '1110'}, {'id': '9547'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,False,False,False,True,False,True
105,105,105,372,Divine Knockout,1/12/2023,1/19/2023,https://store.epicgames.com/en-US/p/divine-knockout--standard,dc74b788834e4a21b11bde1391143473,"KO the gods in the world’s only 3rd-person platform fighter! Become a small-but-mighty god of myth, brawl in all three dimensions, and knock your friends off the map to reign supreme.",1200aeb2f87c48349594d96554e2833d,0.0,0,"['1216', '1344', '21121', '21122', '1188', '21125', '9547', '21136', '21138', '1203', '1299', '21139', '21141', '21149']",,"[{'id': '1216'}, {'id': '1344'}, {'id': '21121'}, {'id': '21122'}, {'id': '1188'}, {'id': '21125'}, {'id': '9547'}, {'id': '21136'}, {'id': '21138'}, {'id': '1203'}, {'id': '1299'}, {'id': '21139'}, {'id': '21141'}, {'id': '21149'}]",True,False,False,False,False,False,False,False,True,False,True
106,106,106,371,Shadow Tactics: Aiko’s Choice,1/5/2023,1/12/2023,https://store.epicgames.com/en-US/p/shadow-tactics-aikos-choice-5678c1,ef6a61163419450ba4dcf2eacb6b88e7,"Aiko's Choice is a brand-new standalone addon to the beloved stealth tactics game Shadow Tactics. Set in Japan around the Edo period, you take control of kunoichi adept Aiko and her deadly assassin friends to hunt down the ghosts of her past.",39c6dd5409944922a04cac3f59fbbcd4,1999.0,$19.99,"['1216', '21894', '1370', '1115', '9547', '1084', '9549']",Daedalic Entertainment,"[{'id': '1216'}, {'id': '21894'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}, {'id': '1084'}, {'id': '9549'}]",True,False,False,False,False,True,False,False,True,True,False
107,107,107,370,Kerbal Space Program,1/5/2023,1/12/2023,https://store.epicgames.com/en-US/p/kerbal-space-program,20dd3087657940f59b110d0f5ffaf41e,"In Kerbal Space Program, take charge of the space program for the alien race known as the Kerbals. You have access to an array of parts to assemble fully-functional spacecraft that flies (or doesn’t) based on realistic aerodynamic and orbital physics.",ca0530b485754032be50cb6f27be0c2c,3999.0,$39.99,"['1281', '1188', '21127', '9547', '15375', '1393', '21138', '21139', '21140', '21141', '1400', '21146', '10719']",,"[{'id': '1281'}, {'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '15375'}, {'id': '1393'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1400'}, {'id': '21146'}, {'id': '10719'}]",False,False,False,False,False,False,False,False,True,False,False
108,108,108,369,Eximius: Seize the Frontline,12/29/2022,1/5/2023,https://store.epicgames.com/en-US/p/eximius-seize-the-frontline,6930e8f29e1646e194da321c88a266bf,EXIMIUS is a FPS/RTS hybrid that focuses on squad-based combat. The game features an intense 5v5 multiplayer experience with each team comprising of 4 Squad Officers and one Commander.,1c943de0163f4f0982f34dc0fc37dce9,999.0,$9.99,"['1216', '1264', '1185', '1203', '19847', '1370', '1115', '9547']",,"[{'id': '1216'}, {'id': '1264'}, {'id': '1185'}, {'id': '1203'}, {'id': '19847'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}]",True,False,False,False,False,True,False,False,True,True,True
109,109,109,368,Dishonored: Definitive Edition,12/29/2022,1/5/2023,https://store.epicgames.com/en-US/p/dishonored-definitive-edition,ecf4d2e87ea7445298c7471d8e9b405e,"Experience the definitive Dishonored collection. This complete compilation includes Dishonored as well as all of its additional content - Dunwall City Trials, The Knife of Dunwall, The Brigmore Witches and Void Walker’s Arsenal.",766e1b59c32c447093add5efbc1a4858,1999.0,$19.99,"['1216', '21122', '1188', '21894', '21127', '9547', '15375', '21137', '21138', '21139', '21140', '1333', '21109', '21141', '1336', '1370', '1084', '21149', '21119']",Bethesda Softworks LLC,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '15375'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '1333'}, {'id': '21109'}, {'id': '21141'}, {'id': '1336'}, {'id': '1370'}, {'id': '1084'}, {'id': '21149'}, {'id': '21119'}]",True,False,False,False,False,False,False,False,True,True,False
110,110,110,367,Mortal Shell,12/28/2022,12/29/2022,https://store.epicgames.com/en-US/p/mortal-shell,10c62ba6044c4cbba8b50ad16dc58c4d,"Mortal Shell is a deep action-RPG that tests your sanity and resilience in a shattered world. Your adversaries spare no mercy, with survival demanding superior awareness and precision. Possess lost warriors, discover hidden sanctums, and face formidable foes.",ff8c96d781824ba1ae62d18d207fc52e,2999.0,$29.99,"['21137', '21122', '21141', '21894', '1367', '1370', '9547', '21149', '1263']",,"[{'id': '21137'}, {'id': '21122'}, {'id': '21141'}, {'id': '21894'}, {'id': '1367'}, {'id': '1370'}, {'id': '9547'}, {'id': '21149'}, {'id': '1263'}]",False,False,False,False,False,False,False,False,True,True,False
111,111,111,366,Severed Steel,12/27/2022,12/28/2022,https://store.epicgames.com/en-US/p/severed-steel,b26543426574454e82e07624450c9022,"A stylish single-player FPS featuring a fluid stunt system, destructible voxel environments, loads of bullet time, a unique one-armed protagonist, and a dark electronic soundtrack.",5db7394e65044dd1bb083ee983e2b3a5,2499.0,$24.99,"['1216', '1185', '21121', '19847', '9547', '9549', '1263', '21137', '21138', '21109', '21141', '1370', '21119']",,"[{'id': '1216'}, {'id': '1185'}, {'id': '21121'}, {'id': '19847'}, {'id': '9547'}, {'id': '9549'}, {'id': '1263'}, {'id': '21137'}, {'id': '21138'}, {'id': '21109'}, {'id': '21141'}, {'id': '1370'}, {'id': '21119'}]",True,False,False,False,False,False,False,False,True,True,False
