,Unnamed: 0.1,Unnamed: 0,Number,Name,Start,End,Link,id,descr,namespace,orig_price,fmt_orig_price,tags,seller,taglist,action,adventure,puzzle,rpg,shooter,strategy,survival,osx,windows,singleplayer,multiplayer
207,207,207,270,Galactic Civilizations III,1/13/2022,1/20/2022,https://store.epicgames.com/en-US/p/galactic-civilizations-iii,5d63b78c08184c10933a47874117db8c,"Build a civilization that will stand the test of time! Choose from dozens of unique races and make a name for yourself across the galaxy through diplomacy, espionage, technological advances, and more.",3c52fbac843d4375803187739db84801,2499.0,$24.99,"['21122', '1188', '21894', '21127', '9547', '1166', '15375', '21138', '21139', '21140', '21141', '1115', '21149']",,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '1166'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1115'}, {'id': '21149'}]",False,False,False,False,False,True,False,False,True,False,False
208,208,208,269,Gods Will Fall,1/6/2022,1/13/2022,https://store.epicgames.com/en-US/p/gods-will-fall,5207cdd79e9145d0bbb947c6bd3699a3,Experience the trials of 8 warriors in their plight to sever the gods’ grip on humanity as you take on legions of beasts in each of the gods’ realms.,28d06644e2f84b398c1b7fb96a2b6bd5,1499.0,$14.99,"['1336', '9547', '15375']",,"[{'id': '1336'}, {'id': '9547'}, {'id': '15375'}]",False,False,False,False,False,False,False,False,True,False,False
209,209,209,268,Shadow of the Tomb Raider: Definitive Edition,12/31/2021,1/6/2022,https://store.epicgames.com/en-US/p/shadow-of-the-tomb-raider,ee7f3c6725fd4fd4b8aeab8622cb770e,In Shadow of the Tomb Raider Definitive Edition experience the final chapter of Lara’s origin as she is forged into the Tomb Raider she is destined to be.,4b5461ca8d1c488787b5200b420de066,3999.0,$39.99,"['1216', '21122', '1188', '21127', '9547', '9549', '15375', '21138', '21139', '21140', '21109', '21141', '1370', '21146', '1117', '21149', '21119']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]",True,True,False,False,False,False,False,False,True,True,False
210,210,210,267,Rise of the Tomb Raider: 20 Year Celebration,12/31/2021,1/6/2022,https://store.epicgames.com/en-US/p/rise-of-the-tomb-raider,1d053e8b4a784eb2bbe1b1924419d459,"Rise of the Tomb Raider: 20 Year Celebration includes the base game and Season Pass featuring all-new content. Explore Croft Manor in the new “Blood Ties” story, then defend it against a zombie invasion in “Lara’s Nightmare”.",48ffecf4a89f4fd496817b0451384f39,2999.0,$29.99,"['1216', '21122', '1188', '21894', '21127', '9547', '9549', '15375', '21138', '1203', '21139', '21140', '21109', '21141', '1336', '1370', '1117', '21149', '21119']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1336'}, {'id': '1370'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]",True,True,False,False,False,False,False,False,True,True,True
211,211,211,266,Tomb Raider Game of the Year Edition,12/31/2021,1/6/2022,https://store.epicgames.com/en-US/p/tomb-raider,1c5143aeec774495a5acc9d613af181b,"Armed only with raw instincts and the ability to push beyond the limits of human endurance, Lara must fight to unravel the dark history of a forgotten island to escape its relentless hold.",caca23a0954f4c1aba1fdd7e277b81e2,1999.0,$19.99,"['1216', '21122', '1188', '21127', '9547', '9549', '15375', '21138', '21139', '21140', '21109', '21141', '1370', '1117', '21149', '21119']","Crystal Dynamics, Inc.","[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1370'}, {'id': '1117'}, {'id': '21149'}, {'id': '21119'}]",True,True,False,False,False,False,False,False,True,True,False
212,212,212,265,Salt and Sanctuary,12/29/2021,12/30/2021,https://store.epicgames.com/en-US/p/salt-and-sanctuary,b69fb17fe548401297c61f0e88807031,"Explore a haunting, punishing island in this stylized 2D action RPG. Salt and Sanctuary combines fast and brutal 2D combat with richly developed RPG mechanics in a cursed realm of forgotten cities, blood-soaked dungeons, and desecrated monuments.",79d9bff700bb46a790b21e8c73b34899,1799.0,$17.99,"['1216', '21122', '19847', '21129', '9547', '21137', '21138', '21139', '21140', '1333', '21141', '1370', '21149']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '19847'}, {'id': '21129'}, {'id': '9547'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '1333'}, {'id': '21141'}, {'id': '1370'}, {'id': '21149'}]",True,False,False,False,False,False,False,False,True,True,False
213,213,213,264,Moving Out,12/28/2021,12/29/2021,https://store.epicgames.com/en-US/p/moving-out,0a8b32256f374cf4998c3ecf44c31db9,"Moving Out is a ridiculous physics-based moving simulator that brings new meaning to ""couch co-op""! As a newly certified Furniture Arrangement & Relocation Technician, you’ll take on moving jobs all across the busy town of Packmore.",f919a1262081444fb28f0fdef68d6b14,2499.0,$24.99,"['1264', '1296', '1110', '21894', '1370', '9547', '21119', '15375']",,"[{'id': '1264'}, {'id': '1296'}, {'id': '1110'}, {'id': '21894'}, {'id': '1370'}, {'id': '9547'}, {'id': '21119'}, {'id': '15375'}]",False,False,False,False,False,False,False,False,True,True,False
214,214,214,263,Mages of Mystralia,12/27/2021,12/28/2021,https://store.epicgames.com/en-US/p/mages-of-mystralia,464a19f4865248b5948c9514af11d563,"In a world of magic, your mind is your greatest weapon. Learn the ways of magic and design your own spells to fight enemies, navigate treacherous terrain, and right past wrongs in the kingdom of Mystralia.",bd12fd574df14846ad24703ca7b1a12b,1999.0,$19.99,"['1216', '21109', '1370', '9547', '1117', '1263']",,"[{'id': '1216'}, {'id': '21109'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '1263'}]",True,True,False,False,False,False,False,False,True,True,False
215,215,215,262,Control,12/26/2021,12/27/2021,https://store.epicgames.com/en-US/p/control,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
216,216,216,261,Prey,12/25/2021,12/26/2021,https://store.epicgames.com/en-US/p/prey,ed17077691c541c19dc95e47fdd1cfd5,"In Prey, you awaken aboard Talos I, a space station orbiting the moon in the year 2032. You are the key subject of an experiment meant to alter humanity forever – but things have gone terribly wrong.",6ea398b9c2244250a9177c0b8a69b5cd,3999.0,$39.99,"['1216', '21122', '21894', '21127', '9547', '1294', '15375', '21138', '21139', '21140', '21109', '21141', '1336', '1210', '1370', '1117', '21149']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '1294'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1336'}, {'id': '1210'}, {'id': '1370'}, {'id': '1117'}, {'id': '21149'}]",True,True,False,False,True,False,False,False,True,True,False
217,217,217,260,Pathfinder: Kingmaker,12/24/2021,12/25/2021,https://store.epicgames.com/en-US/p/pathfinder-kingmaker,8b8f6bb0adb0477eb3841748f3d95aa4,A premium edition of the Pathfinder Kingmaker experience! A premium downloadable copy of the game which contains 2 in-game items.  All 3 full DLCs...,6daaf10529e94fccaa8ee43b66adbe4a,3999.0,$39.99,"['1333', '21894', '1367', '1370', '9547', '10719', '15375']",Plaion,"[{'id': '1333'}, {'id': '21894'}, {'id': '1367'}, {'id': '1370'}, {'id': '9547'}, {'id': '10719'}, {'id': '15375'}]",False,False,False,False,False,False,False,False,True,True,False
218,218,218,259,Vampyr,12/23/2021,12/24/2021,https://store.epicgames.com/en-US/p/vampyr,1c319cea18464c909b9b0c2ea5e155a0,Vampyr,epic,3999.0,$39.99,"['1216', '1367', '1370', '9547', '9549']",,"[{'id': '1216'}, {'id': '1367'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}]",True,False,False,False,False,False,False,False,True,True,False
219,219,219,258,Mutant Year Zero: Road to Eden,12/22/2021,12/23/2021,https://store.epicgames.com/en-US/p/mutant-year-zero,9651fd57c8a34e81949aab28a084ced7,"Mankind has been eradicated by climate change, nuclear war, and pandemics. Will your team of mutants survive the Zone?  Mutant Year Zero: Road to Eden is a tactical adventure game combining turn-based combat with real-time exploration, story, stealth, and strategy.",4756b80eb0f74d45b77922e54052cfed,3499.0,$34.99,"['21122', '1188', '21894', '21129', '1386', '9547', '15375', '21138', '21139', '21140', '21141', '1367', '1370', '1115', '21147', '21149']",,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21129'}, {'id': '1386'}, {'id': '9547'}, {'id': '15375'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1367'}, {'id': '1370'}, {'id': '1115'}, {'id': '21147'}, {'id': '21149'}]",False,False,False,False,False,True,False,False,True,True,False
220,220,220,257,Second Extinction,12/21/2021,12/22/2021,https://store.epicgames.com/en-US/p/second-extinction,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
221,221,221,256,Loop Hero,12/20/2021,12/21/2021,https://store.epicgames.com/en-US/p/loop-hero,db122f42b41f4dec927e0f280cf653bd,"The Lich has thrown the world into a timeless loop and plunged its inhabitants into never ending chaos. Wield an expanding deck of mystical cards to place enemies, buildings, and terrain along each unique expedition loop for the brave hero.",ff50f85ed609454e80ac46d9496da34d,1499.0,$14.99,"['21122', '1188', '21894', '21127', '9547', '1263', '15375', '21137', '21138', '21139', '21140', '21141', '1370', '1181', '21149', '10719', '21119']",,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '9547'}, {'id': '1263'}, {'id': '15375'}, {'id': '21137'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1181'}, {'id': '21149'}, {'id': '10719'}, {'id': '21119'}]",False,False,False,False,False,False,False,False,True,True,False
222,222,222,255,The Vanishing of Ethan Carter,12/19/2021,12/20/2021,https://store.epicgames.com/en-US/p/the-vanishing-of-ethan-carter,bdea68145b61462f9cd17068e835aadf,"The Vanishing of Ethan Carter is a first-person mystery focused on exploration and discovery. As an occult-minded detective Paul Prospero, piece together the truth behind Ethan’s disappearance — and the fate of his family.",f401d7e187e349138380d22e991b29ca,1999.0,$19.99,"['1381', '21894', '1127', '1370', '9547']",,"[{'id': '1381'}, {'id': '21894'}, {'id': '1127'}, {'id': '1370'}, {'id': '9547'}]",False,False,False,False,False,False,False,False,True,True,False
223,223,223,254,Remnant: From the Ashes,12/18/2021,12/19/2021,https://store.epicgames.com/en-US/p/remnant-from-the-ashes,a0bb13a219f747f88dff4c2a50b070c0,"The world has been thrown into chaos by an ancient evil from another dimension. As one of the last remnants of humanity, you must set out alone or alongside up to two other survivors to face down hordes of deadly enemies to retake what was lost.",663e521f2a444199be58152fd93fa66e,3999.0,$39.99,"['1216', '21122', '1188', '21129', '9547', '15375', '1264', '21138', '21139', '21140', '21109', '21141', '1210', '21149']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '1188'}, {'id': '21129'}, {'id': '9547'}, {'id': '15375'}, {'id': '1264'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1210'}, {'id': '21149'}]",True,False,False,False,True,False,False,False,True,False,False
224,224,224,253,Neon Abyss,12/17/2021,12/18/2021,https://store.epicgames.com/en-US/p/neon-abyss,1ad9b7fca007477ca454d2048d019d2f,"Neon Abyss is a frantic, roguelike where you run ‘n’ gun your way into the Abyss as part of the ‘Grim Squad’. Featuring unlimited item synergies and a unique dungeon evolution system, each run diversifies the experience and every choice alters the ruleset.",b0ebefb11a9145488af78f6d2488afff,1999.0,$19.99,"['21122', '1188', '21894', '21127', '1258', '9547', '9549', '15375', '21136', '21138', '21139', '21140', '21141', '1210', '1083', '21149', '1151', '21119']",,"[{'id': '21122'}, {'id': '1188'}, {'id': '21894'}, {'id': '21127'}, {'id': '1258'}, {'id': '9547'}, {'id': '9549'}, {'id': '15375'}, {'id': '21136'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1210'}, {'id': '1083'}, {'id': '21149'}, {'id': '1151'}, {'id': '21119'}]",False,False,False,False,True,False,False,False,True,False,False
225,225,225,252,Shenmue III,12/16/2021,12/17/2021,https://store.epicgames.com/en-US/p/shenmue-3,4045372b7cc449b3bcfbe4af8d31bf10,Shenmue III,epic,2999.0,$29.99,"['1216', '1370', '9547', '1117']",,"[{'id': '1216'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}]",True,True,False,False,False,False,False,False,True,True,False
226,226,226,251,Prison Architect,12/9/2021,12/16/2021,https://store.epicgames.com/en-US/p/prison-architect,cf42bfef8bdc4a3b9db9ae500c9bfe06,"Welcome Wardens!

Only the world’s most ruthless Warden can contain the world’s most ruthless inmates. Design and develop your personalized penitentiary in Prison Architect.

",3ffb410dab2d409aacd39a1abc6fcbba,2999.0,$29.99,"['21122', '1123', '1188', '21127', '9547', '1293', '15375', '1393', '21138', '21139', '21140', '21141', '1370', '1115', '21149', '10719', '21119']",,"[{'id': '21122'}, {'id': '1123'}, {'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '1293'}, {'id': '15375'}, {'id': '1393'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}, {'id': '10719'}, {'id': '21119'}]",False,False,False,False,False,True,False,False,True,True,False
227,227,227,250,Godfall Challenger Edition,12/9/2021,12/16/2021,https://store.epicgames.com/en-US/p/godfall,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
228,228,228,249,while True: learn(),12/2/2021,12/9/2021,https://store.epicgames.com/en-US/p/while-true-learn,154108003e4e4f099634188deb9a01b8,"You’re a machine learning specialist who makes neural networks but your cat seems to be better at it. Now you must solve puzzles to build a cat-to-human translation system. Earn a fortune, buy kickass cat outfits and learn how machine learning really works!",9359fa123dbf4b89b7d70be316d7810c,1299.0,$12.99,"['1393', '1298', '21894', '19847', '1370', '9547', '1102', '21150', '10719']",,"[{'id': '1393'}, {'id': '1298'}, {'id': '21894'}, {'id': '19847'}, {'id': '1370'}, {'id': '9547'}, {'id': '1102'}, {'id': '21150'}, {'id': '10719'}]",False,False,True,False,False,False,False,False,True,True,False
229,229,229,248,Dead by Daylight,12/2/2021,12/9/2021,https://store.epicgames.com/en-US/p/dead-by-daylight,dc3a03c1ce5d467bb5db4693be7dbef8,"Dead by Daylight is a multiplayer (4vs1) horror game where one player takes on the role of the savage Killer, and the other four players play as Survivors, trying to escape the Killer and avoid being caught and killed.",611482b8586142cda48a0786eb8a127c,1999.0,$19.99,"['1216', '21122', '21125', '21129', '1131', '9547', '15375', '21138', '1203', '21139', '21140', '21141', '1080', '21149']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '21125'}, {'id': '21129'}, {'id': '1131'}, {'id': '9547'}, {'id': '15375'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1080'}, {'id': '21149'}]",True,False,False,False,False,False,True,False,True,False,True
230,230,230,247,Antstream – Epic Welcome Pack,11/25/2021,12/2/2021,https://store.epicgames.com/en-US/p/antstream-arcade--epic-welcome-pack,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
231,231,231,246,theHunter: Call of the Wild,11/25/2021,12/2/2021,https://store.epicgames.com/en-US/p/thehunter-call-of-the-wild,7b0d120a875547e9bec70192ddcc96e2,"Experience an atmospheric hunting game like no other in this realistic and visually breathtaking open world. Immerse yourself in the atmospheric single player campaign, or share the ultimate hunting experience with friends.",c7f9346e3db148fca6dd63e9dd8451bd,1999.0,$19.99,"['1188', '9547', '1294', '1264', '1393', '21138', '1203', '21139', '21140', '21141', '1370', '21146', '1307', '21149', '21119']",Expansive Worlds AB,"[{'id': '1188'}, {'id': '9547'}, {'id': '1294'}, {'id': '1264'}, {'id': '1393'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '1307'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,False,False,False,True,True,True
232,232,232,245,Guild of Dungeoneering,11/18/2021,11/25/2021,https://store.epicgames.com/en-US/p/guild-of-dungeoneering-classic,fc75b7c573c64c24a937823183f8468e,"Now fully rebuilt and remastered, Guild of Dungeoneering Ultimate Edition is a turn-based dungeon crawler with a twist: instead of controlling the hero you build the dungeon around them. ",e04dd85a41d740ac972df346afd913a6,1999.0,$19.99,"['21894', '1370', '9547', '1181', '10719']",Gambrinous,"[{'id': '21894'}, {'id': '1370'}, {'id': '9547'}, {'id': '1181'}, {'id': '10719'}]",False,False,False,False,False,False,False,False,True,True,False
233,233,233,244,Kid A Mnesia Exhibition,11/18/2021,11/25/2021,https://store.epicgames.com/en-US/p/kid-a-mnesia-exhibition,b8bf369a354e4a01b01d61d750b1bc6d,An upside-down digital/analogue universe created from original artwork and recordings to commemorate 21 years of Radiohead’s Kid A and Amnesiac. Coming in November 2021. Add it to your wishlist now.,72eb87039aa74e82a4b873c276de61e3,0.0,0,"['1381', '1370', '9547', '9549', '1294', '10719']",Epic Games Publishing,"[{'id': '1381'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1294'}, {'id': '10719'}]",False,False,False,False,False,False,False,False,True,True,False
234,234,234,243,Never Alone,11/18/2021,11/25/2021,https://store.epicgames.com/en-US/p/never-alone-kisima-ingitchuna,16783bcdd53842b0bae38c187d9bfce9,"It is a night like any other night. get home late. roam your house.  But are you really all alone?

Play my 1st game and defend your home against what may or may not be lurking in the shadows.",e578f95e616d4dc29a70d0f7be01ebb5,1999.0,$19.99,"['1218', '19847', '1080', '1370', '9547', '1263']",,"[{'id': '1218'}, {'id': '19847'}, {'id': '1080'}, {'id': '1370'}, {'id': '9547'}, {'id': '1263'}]",False,False,False,False,False,False,True,False,True,True,False
235,235,235,242,Rogue Company Season Four Epic Pack,11/11/2021,11/18/2021,https://store.epicgames.com/en-US/p/rogue-company--season-4-epic-pack,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
236,236,236,241,Tiny Tina’s Assault on Dragon Keep,11/11/2021,11/18/2021,https://store.epicgames.com/en-US/p/tiny-tinas-assault-on-dragon-keep-a-wonderlands-one-shot-adventure,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False
237,237,237,240,Aven Colony,11/4/2021,11/11/2021,https://store.epicgames.com/en-US/p/aven-colony,408e1dacff9c4ddabecb93b1e6183db9,"Build a new home for humanity in Aven Colony. Discover Aven Prime - an alien planet of deserts, tundras, and wetlands light years from earth. Build your colonies into massive, sprawling cities whilst dealing with the threats faced when settling on a new world.",31bd7140ab344cd59a770e14b2afbcea,2999.0,$29.99,"['1188', '21127', '9547', '15375', '1393', '21138', '21140', '21141', '1146', '1370', '1115', '21149', '21119']",,"[{'id': '1188'}, {'id': '21127'}, {'id': '9547'}, {'id': '15375'}, {'id': '1393'}, {'id': '21138'}, {'id': '21140'}, {'id': '21141'}, {'id': '1146'}, {'id': '1370'}, {'id': '1115'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,True,False,False,True,True,False
238,238,238,239,DARQ: Complete Edition,10/28/2021,11/4/2021,https://store.epicgames.com/en-US/p/darq-complete-edition,0af5da05c76943f8a7da7cc65949ffd4,"DARQ tells the story of Lloyd, a boy who finds himself in the middle of a lucid nightmare. Unable to wake up, Lloyd has to face his fears and decipher the meaning of the dream.",3819de76dedf4cd2aebbcf9279e23e43,1999.0,$19.99,"['1218', '1298', '1370', '9547', '1117']",,"[{'id': '1218'}, {'id': '1298'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}]",False,True,True,False,False,False,False,False,True,True,False
239,239,239,238,Among the Sleep – Enhanced Edition,10/21/2021,10/28/2021,https://store.epicgames.com/en-US/p/among-the-sleep-enhanced-edition,2a112cd37b774426990583a259e25ef9,Among the Sleep: Enhanced Edition is a new and improved version of the award winning first person horror adventure. In the game you play as a small child trapped in a weird nightmare where you go looking for your mom.,53ef2f4592684c4c97d6d32e40467274,1699.0,$16.99,"['1218', '21894', '19847', '9547', '1117', '9549', '10719', '1263']",Krillbite Studios AS,"[{'id': '1218'}, {'id': '21894'}, {'id': '19847'}, {'id': '9547'}, {'id': '1117'}, {'id': '9549'}, {'id': '10719'}, {'id': '1263'}]",False,True,False,False,False,False,False,False,True,False,False
240,240,240,237,Stubbs the Zombie in Rebel Without a Pulse,10/14/2021,10/21/2021,https://store.epicgames.com/en-US/p/stubbs-the-zombie-in-rebel-without-a-pulse,f060c900b80441fda67a7d986c327905,"Be the Zombie. Kick A** and Take Brains. It’s 1959 and the city of Punchbowl, PA, is a beacon of progress and ideal living. Show the living that law and order are no match for a dead man on a mission!",dcbacb85c17e4d39b885d0ba252dc8a7,1999.0,$19.99,"['1216', '1264', '1137', '1220', '1301', '21109', '1161', '1306', '1370', '9547', '15375']",,"[{'id': '1216'}, {'id': '1264'}, {'id': '1137'}, {'id': '1220'}, {'id': '1301'}, {'id': '21109'}, {'id': '1161'}, {'id': '1306'}, {'id': '1370'}, {'id': '9547'}, {'id': '15375'}]",True,False,False,False,False,False,False,False,True,True,False
241,241,241,236,Paladins Epic Pack,10/14/2021,10/21/2021,https://store.epicgames.com/en-US/p/paladins--paladins-epic-pack,87150f24a0924e658feb8df97485d0f0,"Jump into Paladins with this Epic Games exclusive bundle for a limited time!

The Paladins Epic Pack instantly unlocks 4 Champions and bonus cosmetics for each one!",badb0ee71b474ed591ec43212547cfc8,3499.0,$34.99,['9547'],,[{'id': '9547'}],False,False,False,False,False,False,False,False,True,False,False
242,242,242,235,PC Building Simulator,10/7/2021,10/14/2021,https://store.epicgames.com/en-US/p/pc-building-simulator,7bfbb022d2fa4d67a4844631ecd5c027,"Build and grow your very own computer repair enterprise as you learn to diagnose, fix and build PCs. With real-world licensed components and comprehensive hardware and software simulation, you can plan and bring your ultimate PC to life.",8f5f5eff22f3468fa5551771406fc868,1999.0,$19.99,"['1188', '21894', '19847', '21127', '9547', '35244', '1263', '1393', '21138', '21139', '21140', '21141', '1370', '21146', '21149', '21119']",,"[{'id': '1188'}, {'id': '21894'}, {'id': '19847'}, {'id': '21127'}, {'id': '9547'}, {'id': '35244'}, {'id': '1263'}, {'id': '1393'}, {'id': '21138'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '21149'}, {'id': '21119'}]",False,False,False,False,False,False,False,False,True,True,False
243,243,243,234,Europa Universalis IV,9/30/2021,10/7/2021,https://store.epicgames.com/en-US/p/europa-universalis-iv,45b82cb4454b40439b61ba126adfabec,"Lead any nation from Renaissance to Revolution in a complex simulation of the early modern world. Master the art of war, diplomacy and trade to shape and change your nation’s history!",80d3aeb1d7c3434981e0bcbc47700a83,3999.0,$39.99,"['21122', '1188', '21125', '21129', '9547', '1393', '21138', '1203', '1299', '21139', '21140', '21141', '1370', '21146', '1115', '10719']",,"[{'id': '21122'}, {'id': '1188'}, {'id': '21125'}, {'id': '21129'}, {'id': '9547'}, {'id': '1393'}, {'id': '21138'}, {'id': '1203'}, {'id': '1299'}, {'id': '21139'}, {'id': '21140'}, {'id': '21141'}, {'id': '1370'}, {'id': '21146'}, {'id': '1115'}, {'id': '10719'}]",False,False,False,False,False,True,False,False,True,True,True
244,244,244,233,2064: Read Only Memories,9/30/2021,10/7/2021,https://store.epicgames.com/en-US/p/2064-read-only-memories,92e998e921ad4979883c19f65de8b456,"Dive into a cyberpunk thriller and explore the social challenges of tomorrow through classic adventure gaming. Team up with Turing, the world’s first sapient machine, to unmask a conspiracy that will shake the foundations of Neo-San Francisco. ",5b08e4db33c54e518c2a1360cc2c7f18,1999.0,$19.99,"['21894', '1127', '1370', '9547', '1117', '10719']",,"[{'id': '21894'}, {'id': '1127'}, {'id': '1370'}, {'id': '9547'}, {'id': '1117'}, {'id': '10719'}]",False,True,False,False,False,False,False,False,True,True,False
245,245,245,232,The Escapists,9/23/2021,9/30/2021,https://store.epicgames.com/en-US/p/the-escapists,33aaf380683a465ea91de7407faa7072,The Escapists,epic,1799.0,$17.99,"['1216', '1370', '1115', '9547']",,"[{'id': '1216'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}]",True,False,False,False,False,True,False,False,True,True,False
246,246,246,231,Tharsis,9/16/2021,9/23/2021,https://store.epicgames.com/en-US/p/tharsis,0c7924b21589422581c7cbe8d5a336c5,"Tharsis is a turn-based space strategy game. With dice. And cannibalism. It puts you in control of humanity’s first mission to Mars, just as it’s struck by a micrometeorite storm. ",be67e141378446cf9399b3db1a22ceb3,1499.0,$14.99,"['21894', '1370', '1115', '9547']",,"[{'id': '21894'}, {'id': '1370'}, {'id': '1115'}, {'id': '9547'}]",False,False,False,False,False,True,False,False,True,True,False
247,247,247,230,Speed Brawl,9/16/2021,9/23/2021,https://store.epicgames.com/en-US/p/speed-brawl,d89d1ecf209d42688d82909e522f2ec1,"Speed Brawl is a 2D combat-racer about moving fast and hitting hard! Maintain your momentum, build combos, and unleash powerful moves. Find your own fighting style, and assemble the best team of brawlers ever seen. Then do it all again faster. Faster. FASTER!",d3f34b351df646e0ab932fd8d8e5dfc2,1999.0,$19.99,"['1216', '1264', '1344', '1203', '21109', '1370', '9547', '9549', '1151']",,"[{'id': '1216'}, {'id': '1264'}, {'id': '1344'}, {'id': '1203'}, {'id': '21109'}, {'id': '1370'}, {'id': '9547'}, {'id': '9549'}, {'id': '1151'}]",True,False,False,False,False,False,False,False,True,True,True
248,248,248,229,Sheltered,9/9/2021,9/16/2021,https://store.epicgames.com/en-US/p/sheltered,011ab6d40b80485bb23fbef4362aceb2,"Sheltered is a deep and emotional survival management game. You take on the role of protecting four family members who, after a global apocalypse, have found their way to a deserted shelter. ",3b550d92911244558770b68c5a812a5d,1499.0,$14.99,"['21894', '1367', '1370', '1115', '21147', '9547', '15375']",,"[{'id': '21894'}, {'id': '1367'}, {'id': '1370'}, {'id': '1115'}, {'id': '21147'}, {'id': '9547'}, {'id': '15375'}]",False,False,False,False,False,True,False,False,True,True,False
249,249,249,228,Nioh: The Complete Edition,9/9/2021,9/16/2021,https://store.epicgames.com/en-US/p/nioh-the-complete-edition,3bc256d2117b4415b25a2c7d756392f4,"Ready to die? Experience a brutal action game from Team NINJA and Koei Tecmo Games. In the age of samurai, a lone traveler must fight his way through the vicious warriors and supernatural Yokai that infest the land in order to find that which he seeks. ",3622b6ddc5c849b1826085d5fe492eae,4999.0,$49.99,"['1216', '21122', '21894', '21129', '9547', '1264', '21137', '21138', '1203', '21139', '21140', '21109', '21141', '1367', '1370', '21147']",,"[{'id': '1216'}, {'id': '21122'}, {'id': '21894'}, {'id': '21129'}, {'id': '9547'}, {'id': '1264'}, {'id': '21137'}, {'id': '21138'}, {'id': '1203'}, {'id': '21139'}, {'id': '21140'}, {'id': '21109'}, {'id': '21141'}, {'id': '1367'}, {'id': '1370'}, {'id': '21147'}]",True,False,False,False,False,False,False,False,True,True,True
